t,lb,ts,s,userId,rc,shop,search__phrase,productId,hrts,tsn
610,SU31-AddToCart-Page,1330419488552,true,PT2022809572,200,MAF,caisse,8519304225180883243,2012-02-28T08:58:08.552Z,1330419488552
602,SU61-BrowseCat2-Page,1330419490128,true,PT3022809561,200,MAF,signalisation,8519304225180871538,2012-02-28T08:58:10.128Z,1330419490128
1873,SU12b-PickProduct-Page,1330419488999,true,PT5022809571,200,MAF,servante,8519304225180863821,2012-02-28T08:58:08.999Z,1330419488999
1501,SU43-Paiment-Page,1330419489652,true,PT1022809561,200,KEY,heaters,8660117787514683199,2012-02-28T08:58:09.652Z,1330419489652
810,SU42-DeliveryAndBilling-Page,1330419490863,true,PT4022809571,200,OIN,locker,8563771665917837637,2012-02-28T08:58:10.863Z,1330419490863
794,SU32-GoToCart-Page,1330419500185,true,PT2022809572,200,MAF,caisse,8519304225180883243,2012-02-28T08:58:20.185Z,1330419500185
283,SU01-HomePage-Page,1330419501047,true,PT3022809582,200,MAF,ventouse,8519304225180871538,2012-02-28T08:58:21.047Z,1330419501047
505,SU31-AddToCart-Page,1330419502163,true,PT5022809571,200,MAF,servante,8519304225180863821,2012-02-28T08:58:22.163Z,1330419502163
1969,SU43-Paiment-Page,1330419501992,true,PT4022809571,200,OIN,locker,8563771665917837637,2012-02-28T08:58:21.992Z,1330419501992
285,SU01-HomePage-Page,1330419509558,true,PT6022809581,200,MAF,ciseaux,,2012-02-28T08:58:29.558Z,1330419509558
570,SU41-CustomerDetails-Page,1330419510709,true,PT2022809572,200,MAF,caisse,8519304225180883243,2012-02-28T08:58:30.709Z,1330419510709
430,SU11-SearchPhrase-Page,1330419511377,true,PT3022809582,200,MAF,ventouse,8519304225180891593,2012-02-28T08:58:31.377Z,1330419511377
877,SU32-GoToCart-Page,1330419513016,true,PT5022809571,200,MAF,servante,8519304225180863821,2012-02-28T08:58:33.016Z,1330419513016
1594,SU61-BrowseCat2-Page,1330419512597,true,PT1022809561,200,KEY,heaters,8660117787514683199,2012-02-28T08:58:32.597Z,1330419512597
647,SU11-SearchPhrase-Page,1330419519583,true,PT6022809581,200,MAF,ciseaux,8519304225180836845,2012-02-28T08:58:39.583Z,1330419519583
641,SU42-DeliveryAndBilling-Page,1330419520113,true,PT2022809572,200,MAF,caisse,8519304225180883243,2012-02-28T08:58:40.113Z,1330419520113
694,SU12b-PickProduct-Page,1330419522516,true,PT3022809582,200,MAF,ventouse,8519304225180891593,2012-02-28T08:58:42.516Z,1330419522516
267,SU01-HomePage-Page,1330419525564,true,PT1022809582,200,MAF,etiquettes,8660117787514683199,2012-02-28T08:58:45.564Z,1330419525564
533,SU41-CustomerDetails-Page,1330419525352,true,PT5022809571,200,MAF,servante,8519304225180863821,2012-02-28T08:58:45.352Z,1330419525352
728,SU61-BrowseCat2-Page,1330419527007,true,PT4022809571,200,OIN,locker,8563771665917837637,2012-02-28T08:58:47.007Z,1330419527007
1793,SU43-Paiment-Page,1330419531204,true,PT2022809572,200,MAF,caisse,8519304225180883243,2012-02-28T08:58:51.204Z,1330419531204
1659,SU12b-PickProduct-Page,1330419531687,true,PT6022809581,200,MAF,ciseaux,8519304225180836845,2012-02-28T08:58:51.687Z,1330419531687
686,SU31-AddToCart-Page,1330419533934,true,PT3022809582,200,MAF,ventouse,8519304225180891593,2012-02-28T08:58:53.934Z,1330419533934
540,SU42-DeliveryAndBilling-Page,1330419536853,true,PT5022809571,200,MAF,servante,8519304225180863821,2012-02-28T08:58:56.853Z,1330419536853
274,SU01-HomePage-Page,1330419537320,true,PT4022809581,200,MAF,conteneur,8563771665917837637,2012-02-28T08:58:57.320Z,1330419537320
672,SU11-SearchPhrase-Page,1330419537167,true,PT1022809582,200,MAF,etiquettes,8519304225180836886,2012-02-28T08:58:57.167Z,1330419537167
560,SU31-AddToCart-Page,1330419543817,true,PT6022809581,200,MAF,ciseaux,8519304225180836845,2012-02-28T08:59:03.817Z,1330419543817
1061,SU32-GoToCart-Page,1330419543972,true,PT3022809582,200,MAF,ventouse,8519304225180891593,2012-02-28T08:59:03.972Z,1330419543972
637,SU11-SearchPhrase-Page,1330419546027,true,PT4022809581,200,MAF,conteneur,8519304225180869713,2012-02-28T08:59:06.027Z,1330419546027
1829,SU43-Paiment-Page,1330419546932,true,PT5022809571,200,MAF,servante,8519304225180863821,2012-02-28T08:59:06.932Z,1330419546932
1630,SU12b-PickProduct-Page,1330419548747,true,PT1022809582,200,MAF,etiquettes,8519304225180836886,2012-02-28T08:59:08.747Z,1330419548747
253,SU01-HomePage-Page,1330419551114,true,PT7022809591,200,WDK,teippi,,2012-02-28T08:59:11.114Z,1330419551114
852,SU32-GoToCart-Page,1330419554339,true,PT6022809581,200,MAF,ciseaux,8519304225180836845,2012-02-28T08:59:14.339Z,1330419554339
585,SU41-CustomerDetails-Page,1330419555096,true,PT3022809582,200,MAF,ventouse,8519304225180891593,2012-02-28T08:59:15.096Z,1330419555096
892,SU61-BrowseCat2-Page,1330419555001,true,PT2022809572,200,MAF,caisse,8519304225180883243,2012-02-28T08:59:15.001Z,1330419555001
1576,SU12b-PickProduct-Page,1330419557792,true,PT4022809581,200,MAF,conteneur,8519304225180869713,2012-02-28T08:59:17.792Z,1330419557792
599,SU31-AddToCart-Page,1330419559499,true,PT1022809582,200,MAF,etiquettes,8519304225180836886,2012-02-28T08:59:19.499Z,1330419559499
435,SU11-SearchPhrase-Page,1330419561255,true,PT7022809591,200,WDK,teippi,8482248024566678058,2012-02-28T08:59:21.255Z,1330419561255
585,SU41-CustomerDetails-Page,1330419565928,true,PT6022809581,200,MAF,ciseaux,8519304225180836845,2012-02-28T08:59:25.928Z,1330419565928
667,SU42-DeliveryAndBilling-Page,1330419566015,true,PT3022809582,200,MAF,ventouse,8519304225180891593,2012-02-28T08:59:26.015Z,1330419566015
288,SU01-HomePage-Page,1330419567279,true,PT2022809593,200,MAF,diable,8519304225180883243,2012-02-28T08:59:27.279Z,1330419567279
527,SU31-AddToCart-Page,1330419568556,true,PT4022809581,200,MAF,conteneur,8519304225180869713,2012-02-28T08:59:28.556Z,1330419568556
822,SU32-GoToCart-Page,1330419570583,true,PT1022809582,200,MAF,etiquettes,8519304225180836886,2012-02-28T08:59:30.583Z,1330419570583
1128,SU61-BrowseCat2-Page,1330419571580,true,PT5022809571,200,MAF,servante,8519304225180863821,2012-02-28T08:59:31.580Z,1330419571580
1619,SU12b-PickProduct-Page,1330419572706,true,PT7022809591,200,WDK,teippi,8482248024566678058,2012-02-28T08:59:32.706Z,1330419572706
569,SU42-DeliveryAndBilling-Page,1330419575938,true,PT6022809581,200,MAF,ciseaux,8519304225180836845,2012-02-28T08:59:35.938Z,1330419575938
565,SU11-SearchPhrase-Page,1330419578440,true,PT2022809593,200,MAF,diable,8519304225180885079,2012-02-28T08:59:38.440Z,1330419578440
719,SU32-GoToCart-Page,1330419579005,true,PT4022809581,200,MAF,conteneur,8519304225180869713,2012-02-28T08:59:39.005Z,1330419579005
1596,SU43-Paiment-Page,1330419578777,true,PT3022809582,200,MAF,ventouse,8519304225180891593,2012-02-28T08:59:38.777Z,1330419578777
560,SU41-CustomerDetails-Page,1330419581252,true,PT1022809582,200,MAF,etiquettes,8519304225180836886,2012-02-28T08:59:41.252Z,1330419581252
270,SU01-HomePage-Page,1330419582042,true,PT5022809591,200,KEY,Winter Heaters,8519304225180863821,2012-02-28T08:59:42.042Z,1330419582042
473,SU31-AddToCart-Page,1330419585390,true,PT7022809591,200,WDK,teippi,8482248024566678058,2012-02-28T08:59:45.390Z,1330419585390
1474,SU43-Paiment-Page,1330419586637,true,PT6022809581,200,MAF,ciseaux,8519304225180836845,2012-02-28T08:59:46.637Z,1330419586637
1504,SU12b-PickProduct-Page,1330419590521,true,PT2022809593,200,MAF,diable,8519304225180885079,2012-02-28T08:59:50.521Z,1330419590521
600,SU42-DeliveryAndBilling-Page,1330419591620,true,PT1022809582,200,MAF,etiquettes,8519304225180836886,2012-02-28T08:59:51.620Z,1330419591620
504,SU41-CustomerDetails-Page,1330419591833,true,PT4022809581,200,MAF,conteneur,8519304225180869713,2012-02-28T08:59:51.833Z,1330419591833
235,SU01-HomePage-Page,1330419592613,true,PT8022809591,200,FAB,bac plastique,,2012-02-28T08:59:52.613Z,1330419592613
1190,SU11-SearchPhrase-Page,1330419593152,true,PT5022809591,200,KEY,Winter Heaters,8660117787514676207,2012-02-28T08:59:53.152Z,1330419593152
782,SU32-GoToCart-Page,1330419595729,true,PT7022809591,200,WDK,teippi,8482248024566678058,2012-02-28T08:59:55.729Z,1330419595729
572,SU31-AddToCart-Page,1330419601369,true,PT2022809593,200,MAF,diable,8519304225180885079,2012-02-28T09:00:01.369Z,1330419601369
806,SU11-SearchPhrase-Page,1330419601473,true,PT8022809591,200,FAB,bac plastique,8563771665917887506,2012-02-28T09:00:01.473Z,1330419601473
556,SU42-DeliveryAndBilling-Page,1330419601970,true,PT4022809581,200,MAF,conteneur,8519304225180869713,2012-02-28T09:00:01.970Z,1330419601970
1514,SU43-Paiment-Page,1330419601374,true,PT1022809582,200,MAF,etiquettes,8519304225180836886,2012-02-28T09:00:01.374Z,1330419601374
730,SU61-BrowseCat2-Page,1330419602931,true,PT3022809582,200,MAF,ventouse,8519304225180891593,2012-02-28T09:00:02.931Z,1330419602931
2460,SU12b-PickProduct-Page,1330419603033,true,PT5022809591,200,KEY,Winter Heaters,8660117787514676207,2012-02-28T09:00:03.033Z,1330419603033
530,SU41-CustomerDetails-Page,1330419607064,true,PT7022809591,200,WDK,teippi,8482248024566678058,2012-02-28T09:00:07.064Z,1330419607064
978,SU61-BrowseCat2-Page,1330419608514,true,PT6022809581,200,MAF,ciseaux,8519304225180836845,2012-02-28T09:00:08.514Z,1330419608514
274,SU01-HomePage-Page,1330419612730,true,PT3022810003,200,MAF,enrouleur,8519304225180891593,2012-02-28T09:00:12.730Z,1330419612730
1490,SU12b-PickProduct-Page,1330419611621,true,PT8022809591,200,FAB,bac plastique,8563771665917887506,2012-02-28T09:00:11.621Z,1330419611621
1723,SU43-Paiment-Page,1330419612385,true,PT4022809581,200,MAF,conteneur,8519304225180869713,2012-02-28T09:00:12.385Z,1330419612385
847,SU32-GoToCart-Page,1330419614668,true,PT2022809593,200,MAF,diable,8519304225180885079,2012-02-28T09:00:14.668Z,1330419614668
1022,SU31-AddToCart-Page,1330419615400,true,PT5022809591,200,KEY,Winter Heaters,8660117787514676207,2012-02-28T09:00:15.400Z,1330419615400
725,SU42-DeliveryAndBilling-Page,1330419616358,true,PT7022809591,200,WDK,teippi,8482248024566678058,2012-02-28T09:00:16.358Z,1330419616358
290,SU01-HomePage-Page,1330419618760,true,PT6022810001,200,OIB,chauffage,8519304225180836845,2012-02-28T09:00:18.760Z,1330419618760
636,SU11-SearchPhrase-Page,1330419623131,true,PT3022810003,200,MAF,enrouleur,8519304225180864082,2012-02-28T09:00:23.131Z,1330419623131
581,SU31-AddToCart-Page,1330419624203,true,PT8022809591,200,FAB,bac plastique,8563771665917887506,2012-02-28T09:00:24.203Z,1330419624203
780,SU61-BrowseCat2-Page,1330419624904,true,PT1022809582,200,MAF,etiquettes,8519304225180836886,2012-02-28T09:00:24.904Z,1330419624904
815,SU32-GoToCart-Page,1330419625142,true,PT5022809591,200,KEY,Winter Heaters,8660117787514676207,2012-02-28T09:00:25.142Z,1330419625142
1826,SU43-Paiment-Page,1330419624557,true,PT7022809591,200,WDK,teippi,8482248024566678058,2012-02-28T09:00:24.557Z,1330419624557
519,SU41-CustomerDetails-Page,1330419627099,true,PT2022809593,200,MAF,diable,8519304225180885079,2012-02-28T09:00:27.099Z,1330419627099
609,SU11-SearchPhrase-Page,1330419628131,true,PT6022810001,200,OIB,chauffage,8563771665917858329,2012-02-28T09:00:28.131Z,1330419628131
203,SU01-HomePage-Page,1330419634130,true,PT9022810001,200,KIE,149b008ns,,2012-02-28T09:00:34.130Z,1330419634130
726,SU61-BrowseCat2-Page,1330419634538,true,PT4022809581,200,MAF,conteneur,8519304225180869713,2012-02-28T09:00:34.538Z,1330419634538
480,SU32-GoToCart-Page,1330419635178,true,PT8022809591,200,FAB,bac plastique,8563771665917887506,2012-02-28T09:00:35.178Z,1330419635178
262,SU01-HomePage-Page,1330419635762,true,PT1022810003,200,MAF,SCOTCH,8519304225180836886,2012-02-28T09:00:35.762Z,1330419635762
1688,SU12b-PickProduct-Page,1330419634834,true,PT3022810003,200,MAF,enrouleur,8519304225180864082,2012-02-28T09:00:34.834Z,1330419634834
529,SU41-CustomerDetails-Page,1330419636125,true,PT5022809591,200,KEY,Winter Heaters,8660117787514676207,2012-02-28T09:00:36.125Z,1330419636125
3230,SU42-DeliveryAndBilling-Page,1330419636265,true,PT2022809593,200,MAF,diable,8519304225180885079,2012-02-28T09:00:36.265Z,1330419636265
1027,SU12b-PickProduct-Page,1330419639862,true,PT6022810001,200,OIB,chauffage,8563771665917858329,2012-02-28T09:00:39.862Z,1330419639862
505,SU01-HomePage-Page,1330419643917,true,PT4022810002,200,OIN,ordner,8519304225180869713,2012-02-28T09:00:43.917Z,1330419643917
334,SU11-SearchPhrase-Page,1330419644476,true,PT9022810001,200,KIE,149b008ns,,2012-02-28T09:00:44.476Z,1330419644476
209,SU41-CustomerDetails-Page,1330419645316,true,PT8022809591,200,FAB,bac plastique,8563771665917887506,2012-02-28T09:00:45.316Z,1330419645316
564,SU31-AddToCart-Page,1330419645225,true,PT3022810003,200,MAF,enrouleur,8519304225180864082,2012-02-28T09:00:45.225Z,1330419645225
673,SU11-SearchPhrase-Page,1330419646903,true,PT1022810003,200,MAF,SCOTCH,8519304225180889696,2012-02-28T09:00:46.903Z,1330419646903
1013,SU61-BrowseCat2-Page,1330419646804,true,PT7022809591,200,WDK,teippi,8482248024566678058,2012-02-28T09:00:46.804Z,1330419646804
869,SU42-DeliveryAndBilling-Page,1330419648964,true,PT5022809591,200,KEY,Winter Heaters,8660117787514676207,2012-02-28T09:00:48.964Z,1330419648964
506,SU31-AddToCart-Page,1330419650786,true,PT6022810001,200,OIB,chauffage,8563771665917858329,2012-02-28T09:00:50.786Z,1330419650786
1387,SU43-Paiment-Page,1330419651480,true,PT2022809593,200,MAF,diable,8519304225180885079,2012-02-28T09:00:51.480Z,1330419651480
577,SU11-SearchPhrase-Page,1330419654075,true,PT4022810002,200,OIN,ordner,8563771665917861392,2012-02-28T09:00:54.075Z,1330419654075
331,SU42-DeliveryAndBilling-Page,1330419655700,true,PT8022809591,200,FAB,bac plastique,8563771665917887506,2012-02-28T09:00:55.700Z,1330419655700
811,SU32-GoToCart-Page,1330419656848,true,PT3022810003,200,MAF,enrouleur,8519304225180864082,2012-02-28T09:00:56.848Z,1330419656848
1640,SU12b-PickProduct-Page,1330419656089,true,PT9022810001,200,KIE,149b008ns,,2012-02-28T09:00:56.089Z,1330419656089
480,SU01-HomePage-Page,1330419658574,true,PT7022810001,200,OIN,kamerschermen,8482248024566678058,2012-02-28T09:00:58.574Z,1330419658574
2779,SU12b-PickProduct-Page,1330419656596,true,PT1022810003,200,MAF,SCOTCH,8519304225180889696,2012-02-28T09:00:56.596Z,1330419656596
1593,SU43-Paiment-Page,1330419660080,true,PT5022809591,200,KEY,Winter Heaters,8660117787514676207,2012-02-28T09:01:00.080Z,1330419660080
475,SU32-GoToCart-Page,1330419661233,true,PT6022810001,200,OIB,chauffage,8563771665917858329,2012-02-28T09:01:01.233Z,1330419661233
1019,SU12b-PickProduct-Page,1330419663880,true,PT4022810002,200,OIN,ordner,8563771665917861392,2012-02-28T09:01:03.880Z,1330419663880
1352,SU43-Paiment-Page,1330419664576,true,PT8022809591,200,FAB,bac plastique,8563771665917887506,2012-02-28T09:01:04.576Z,1330419664576
685,SU41-CustomerDetails-Page,1330419666873,true,PT3022810003,200,MAF,enrouleur,8519304225180864082,2012-02-28T09:01:06.873Z,1330419666873
517,SU31-AddToCart-Page,1330419668225,true,PT1022810003,200,MAF,SCOTCH,8519304225180889696,2012-02-28T09:01:08.225Z,1330419668225
953,SU11-SearchPhrase-Page,1330419668443,true,PT7022810001,200,OIN,kamerschermen,8563771665917894567,2012-02-28T09:01:08.443Z,1330419668443
789,SU61-BrowseCat2-Page,1330419670023,true,PT9022810001,200,KIE,149b008ns,,2012-02-28T09:01:10.023Z,1330419670023
226,SU41-CustomerDetails-Page,1330419671549,true,PT6022810001,200,OIB,chauffage,8563771665917858329,2012-02-28T09:01:11.549Z,1330419671549
892,SU61-BrowseCat2-Page,1330419673771,true,PT2022809593,200,MAF,diable,8519304225180885079,2012-02-28T09:01:13.771Z,1330419673771
222,SU01-HomePage-Page,1330419675771,true,PT10022810011,200,OIB,plateau roulant,,2012-02-28T09:01:15.771Z,1330419675771
1012,SU31-AddToCart-Page,1330419676444,true,PT4022810002,200,OIN,ordner,8563771665917861392,2012-02-28T09:01:16.444Z,1330419676444
530,SU42-DeliveryAndBilling-Page,1330419677578,true,PT3022810003,200,MAF,enrouleur,8519304225180864082,2012-02-28T09:01:17.578Z,1330419677578
281,SU01-HomePage-Page,1330419680639,true,PT9022810011,200,MAF,perforateur,,2012-02-28T09:01:20.639Z,1330419680639
995,SU32-GoToCart-Page,1330419679993,true,PT1022810003,200,MAF,SCOTCH,8519304225180889696,2012-02-28T09:01:19.993Z,1330419679993
2022,SU12b-PickProduct-Page,1330419680982,true,PT7022810001,200,OIN,kamerschermen,8563771665917894567,2012-02-28T09:01:20.982Z,1330419680982
392,SU42-DeliveryAndBilling-Page,1330419684665,true,PT6022810001,200,OIB,chauffage,8563771665917858329,2012-02-28T09:01:24.665Z,1330419684665
138,SU11-SearchPhrase-Page,1330419685324,true,PT10022810011,200,OIB,plateau roulant,8563771665917875261,2012-02-28T09:01:25.324Z,1330419685324
304,SU01-HomePage-Page,1330419685298,true,PT2022810011,200,MSK,obuv,8519304225180885079,2012-02-28T09:01:25.298Z,1330419685298
1617,SU61-BrowseCat2-Page,1330419684106,true,PT5022809591,200,KEY,Winter Heaters,8660117787514676207,2012-02-28T09:01:24.106Z,1330419684106
1132,SU32-GoToCart-Page,1330419685359,true,PT4022810002,200,OIN,ordner,8563771665917861392,2012-02-28T09:01:25.359Z,1330419685359
645,SU61-BrowseCat2-Page,1330419686526,true,PT8022809591,200,FAB,bac plastique,8563771665917887506,2012-02-28T09:01:26.526Z,1330419686526
1379,SU43-Paiment-Page,1330419687801,true,PT3022810003,200,MAF,enrouleur,8519304225180864082,2012-02-28T09:01:27.801Z,1330419687801
608,SU41-CustomerDetails-Page,1330419690913,true,PT1022810003,200,MAF,SCOTCH,8519304225180889696,2012-02-28T09:01:30.913Z,1330419690913
621,SU11-SearchPhrase-Page,1330419692120,true,PT9022810011,200,MAF,perforateur,8519304225180886132,2012-02-28T09:01:32.120Z,1330419692120
1063,SU31-AddToCart-Page,1330419692035,true,PT7022810001,200,OIN,kamerschermen,8563771665917894567,2012-02-28T09:01:32.035Z,1330419692035
150,SU11-SearchPhrase-Page,1330419693477,true,PT2022810011,200,MSK,obuv,8600827866532007258,2012-02-28T09:01:33.477Z,1330419693477
409,SU12b-PickProduct-Page,1330419694103,true,PT10022810011,200,OIB,plateau roulant,8563771665917875261,2012-02-28T09:01:34.103Z,1330419694103
299,SU01-HomePage-Page,1330419695601,true,PT5022810012,200,MAF,porte document,8660117787514676207,2012-02-28T09:01:35.601Z,1330419695601
886,SU41-CustomerDetails-Page,1330419696099,true,PT4022810002,200,OIN,ordner,8563771665917861392,2012-02-28T09:01:36.099Z,1330419696099
1618,SU43-Paiment-Page,1330419695482,true,PT6022810001,200,OIB,chauffage,8563771665917858329,2012-02-28T09:01:35.482Z,1330419695482
287,SU01-HomePage-Page,1330419698341,true,PT8022810011,200,MAF,escabot,8563771665917887506,2012-02-28T09:01:38.341Z,1330419698341
926,SU42-DeliveryAndBilling-Page,1330419702614,true,PT1022810003,200,MAF,SCOTCH,8519304225180889696,2012-02-28T09:01:42.614Z,1330419702614
1329,SU32-GoToCart-Page,1330419702496,true,PT7022810001,200,OIN,kamerschermen,8563771665917894567,2012-02-28T09:01:42.496Z,1330419702496
754,SU31-AddToCart-Page,1330419703141,true,PT10022810011,200,OIB,plateau roulant,8563771665917875261,2012-02-28T09:01:43.141Z,1330419703141
315,SU12b-PickProduct-Page,1330419704673,true,PT2022810011,200,MSK,obuv,8600827866532007258,2012-02-28T09:01:44.673Z,1330419704673
715,SU11-SearchPhrase-Page,1330419705650,true,PT5022810012,200,MAF,porte document,8519304225180865440,2012-02-28T09:01:45.650Z,1330419705650
1181,SU42-DeliveryAndBilling-Page,1330419706616,true,PT4022810002,200,OIN,ordner,8563771665917861392,2012-02-28T09:01:46.616Z,1330419706616
3085,SU12b-PickProduct-Page,1330419704987,true,PT9022810011,200,MAF,perforateur,8519304225180886132,2012-02-28T09:01:44.987Z,1330419704987
390,SU11-SearchPhrase-Page,1330419708144,true,PT8022810011,200,MAF,escabot,8519304225180847961,2012-02-28T09:01:48.144Z,1330419708144
833,SU61-BrowseCat2-Page,1330419709132,true,PT3022810003,200,MAF,enrouleur,8519304225180864082,2012-02-28T09:01:49.132Z,1330419709132
458,SU32-GoToCart-Page,1330419714076,true,PT10022810011,200,OIB,plateau roulant,8563771665917875261,2012-02-28T09:01:54.076Z,1330419714076
937,SU43-Paiment-Page,1330419714696,true,PT1022810003,200,MAF,SCOTCH,8519304225180889696,2012-02-28T09:01:54.696Z,1330419714696
